X,Y,Comment,Corr_Type,GPS_Date,GPS_Time,Feat_Name,Datafile,Unfilt_Pos,Filt_Pos,GPS_Week,GPS_Second,GNSS_Heigh,Vert_Prec,Horz_Prec,Std_Dev,Latitude,Longitude,Point_ID
-118.514740603371,44.4858676212483,,Real-time SBAS Corrected,2023/06/23,09:34:41am,Point_generic,EA-B3-2.cor,"483","483","2267",491699.000,1902.923,0.6,0.6,3.124304,"44.485867621","-118.514740603","20"
-119.339349862316,43.6333285223478,,L1L2  Postprocessed Carrier Float,2023/05/19,12:34:46pm,Point_generic,EG_6-3.cor,"158","158","2262",502504.000,1584.023,0.1,0.1,0.057732,"43.633328522","-119.339349862","21"
-119.383671503998,43.7879996210109,,L1L2  Postprocessed Carrier Float,2023/06/07,11:45:20am,Point_generic,EG-1-1.cor,"368","368","2265",326738.000,1516.999,0.1,0.1,0.047775,"43.787999621","-119.383671504","22"
-119.401692156056,43.8422092044532,,Postprocessed Code,2023/06/08,07:24:47am,Point_generic,EG-1-2.cor,"435","435","2265",397505.000,1533.456,0.1,0.1,0.052446,"43.842209204","-119.401692156","23"
-119.389516319936,43.7792608758273,,L1L2  Postprocessed Carrier Float,2023/06/07,01:16:30pm,Point_generic,EG-1-X.cor,"339","339","2265",332208.000,1556.195,0.1,0.1,0.041916,"43.779260876","-119.389516320","24"
-119.299793336566,43.8582782164538,,L1L2  Postprocessed Carrier Float,2023/05/21,03:01:01pm,Point_generic,EG-2-3.cor,"159","159","2263",79279.000,1562.705,0.1,0.1,0.039203,"43.858278216","-119.299793337","25"
-119.389896942476,43.7282455853586,,L1L2  Postprocessed Carrier Float,2023/06/07,03:29:03pm,Point_generic,EG-2-X.cor,"316","316","2265",340161.000,1744.973,0.1,0.1,0.023962,"43.728245585","-119.389896942","26"
-119.398529332174,43.7532885116661,,L1L2  Postprocessed Carrier Float,2023/05/20,07:18:17am,Point_generic,EG-3-2.cor,"233","233","2262",569915.000,1578.261,0.1,0.1,0.029785,"43.753288512","-119.398529332","27"
-119.376774434627,43.8321037003501,,Postprocessed Code,2023/05/21,07:30:47am,Point_generic,EG-3-3.cor,"245","245","2263",52265.000,1585.763,0.1,0.1,0.038270,"43.832103700","-119.376774435","28"
-119.294647910902,43.855647194433,,Postprocessed Code,2023/06/08,09:15:19am,Point_generic,EG-3-X.cor,"285","285","2265",404137.000,1547.802,0.2,0.1,0.044551,"43.855647194","-119.294647911","29"
-119.596256318842,43.8507720115087,,Postprocessed Code,2023/06/07,09:08:07am,Point_generic,EG-4-1.cor,"301","301","2265",317305.000,1611.410,0.2,0.2,0.032748,"43.850772012","-119.596256319","30"
-119.376193832069,43.697205565395,,L1L2  Postprocessed Carrier Float,2023/05/19,03:25:10pm,Point_generic,EG-4-2.cor,"271","271","2262",512728.000,1678.270,0.1,0.1,0.037930,"43.697205565","-119.376193832","31"
-119.367521315713,43.8251611550343,,L1L2  Postprocessed Carrier Float,2023/05/21,10:08:34am,Point_generic,EG-4-3.cor,"262","262","2263",61732.000,1477.260,0.2,0.2,0.235235,"43.825161155","-119.367521316","32"
-119.380719732301,43.8219880455389,,L1L2  Postprocessed Carrier Float,2023/05/22,08:46:25am,Point_generic,EG-5-1.cor,"342","342","2263",143203.000,1560.197,0.1,0.1,0.042905,"43.821988046","-119.380719732","33"
-119.433721128449,43.8263531693754,,L1L2  Postprocessed Carrier Float,2023/06/07,05:45:05pm,Point_generic,EG-5-2.cor,"345","345","2265",348323.000,1512.009,0.1,0.1,0.037411,"43.826353169","-119.433721128","34"
-119.419704109285,43.7283265980892,,L1L2  Postprocessed Carrier Float,2023/06/06,01:59:13pm,Point_generic,EG-6-2.cor,"356","356","2265",248371.000,1654.667,0.1,0.1,0.035687,"43.728326598","-119.419704109","35"
-119.371444232195,43.829883320185,,L1L2  Postprocessed Carrier Float,2023/05/21,09:11:38am,Point_generic,EG-7-1.cor,"206","206","2263",58316.000,1517.893,0.3,0.1,0.027186,"43.829883320","-119.371444232","36"
-119.389555461351,43.8194970676957,,L1L2  Postprocessed Carrier Float,2023/05/22,07:39:28am,Point_generic,EG-7-3.cor,"637","637","2263",139186.000,1538.767,0.1,0.1,0.034296,"43.819497068","-119.389555461","37"
-119.305205961973,43.8338007071638,,L1L2  Postprocessed Carrier Float,2023/05/21,01:55:03pm,Point_generic,EG-8-1.cor,"276","276","2263",75321.000,1480.944,0.1,0.1,0.024297,"43.833800707","-119.305205962","38"
-119.404329659563,43.7742745362107,,L1L2  Postprocessed Carrier Float,2023/05/20,10:30:52am,Point_generic,EG-8-2.cor,"227","227","2262",581470.000,1560.450,0.1,0.1,0.032675,"43.774274536","-119.404329660","39"
-119.384450062361,43.8246742418862,,L1L2  Postprocessed Carrier Float,2023/05/22,09:54:33am,Point_generic,EG-8-3.cor,"260","260","2263",147291.000,1577.121,0.1,0.1,0.031433,"43.824674242","-119.384450062","40"
-119.303628166067,43.8487626551997,,L1L2  Postprocessed Carrier Float,2023/05/21,12:56:40pm,Point_generic,EG-9-2.cor,"217","217","2263",71818.000,1538.980,0.2,0.1,0.054754,"43.848762655","-119.303628166","41"
-119.393399630589,43.7073994279535,,L1L2  Postprocessed Carrier Float,2023/05/19,02:17:39pm,Point_generic,EG-9-3.cor,"257","257","2262",508677.000,1739.967,0.1,0.1,0.030704,"43.707399428","-119.393399631","42"
-119.390559400934,43.7626788610025,,L1L2  Postprocessed Carrier Float,2023/05/20,08:12:38am,Point_generic,EG-10-2.cor,"179","179","2262",573176.000,1554.412,0.1,0.1,0.030869,"43.762678861","-119.390559401","43"
-119.407927276263,43.7767630519274,,L1L2  Postprocessed Carrier Float,2023/05/20,09:39:04am,Point_generic,EG-11-1.cor,"190","190","2262",578362.000,1555.224,0.1,0.1,0.020333,"43.776763052","-119.407927276","44"
-119.595008647101,43.838174944768,,L1L2  Postprocessed Carrier Float,2023/06/07,07:23:42am,Point_generic,EG-11-2.cor,"285","285","2265",311040.000,1638.298,0.1,0.1,0.020454,"43.838174945","-119.595008647","45"
-119.373051134598,43.6860445818734,,Postprocessed Code,2023/06/06,04:15:28pm,Point_generic,EG-12-1.cor,"346","346","2265",256546.000,1746.109,0.1,0.1,0.048567,"43.686044582","-119.373051135","46"
-119.412818004205,43.7624048772606,,L1L2  Postprocessed Carrier Float,2023/05/20,02:11:09pm,Point_generic,EG-12-2.cor,"287","287","2262",594687.000,1595.675,0.1,0.1,0.044814,"43.762404877","-119.412818004","47"
-119.381338594877,43.8242726567103,,L1L2  Postprocessed Carrier Float,2023/05/22,10:48:02am,Point_generic,EG-B1-1.cor,"243","243","2263",150500.000,1557.800,0.1,0.1,0.030994,"43.824272657","-119.381338595","48"
-119.395032669927,43.7735704766896,,L1L2  Postprocessed Carrier Float,2023/05/20,12:47:32pm,Point_generic,EG-B3-2.cor,"447","447","2262",589670.000,1562.864,0.1,0.1,0.047248,"43.773570477","-119.395032670","49"
-119.399193691157,43.7594303398953,,L1L2  Postprocessed Carrier Float,2023/05/20,03:33:17pm,Point_generic,EG-B7-2.cor,"179","179","2262",599615.000,1555.708,0.1,0.1,0.027017,"43.759430340","-119.399193691","50"
-119.380057539835,43.7038684914321,,L1L2  Postprocessed Carrier Float,2023/06/06,03:14:05pm,Point_generic,EG-B8-1.cor,"224","224","2265",252863.000,1723.801,0.1,0.1,0.030026,"43.703868491","-119.380057540","51"
-119.374286218197,43.8296047219219,,Postprocessed Code,2023/05/21,08:07:32am,Point_generic,EG-B9-1.cor,"257","257","2263",54470.000,1576.761,0.1,0.1,0.037979,"43.829604722","-119.374286218","52"
-119.213673432778,44.1735483410109,,L1L2  Postprocessed Carrier Float,2023/06/09,05:08:36pm,Point_generic,FL-1-X.cor,"170","170","2265",518934.000,1555.946,0.1,0.1,0.053553,"44.173548341","-119.213673433","53"
-119.20118319287,44.1709264265452,,Real-time SBAS Corrected,2023/06/09,11:54:49am,Point_generic,FL-4-2.cor,"201","201","2265",500107.000,1563.060,0.6,0.3,0.079446,"44.170926427","-119.201183193","54"
-119.182763698612,44.2010193058311,,Real-time SBAS Corrected,2023/06/08,03:07:33pm,Point_generic,FL-5-1.cor,"451","451","2265",425271.000,1573.078,0.1,0.1,0.042718,"44.201019306","-119.182763699","55"
-119.20468261392,44.1734124196845,,Postprocessed Code,2023/06/09,01:52:15pm,Point_generic,FL-5-2.cor,"193","193","2265",507153.000,1554.641,0.5,0.4,0.088837,"44.173412420","-119.204682614","56"
-119.195086347204,44.1792837059542,,Postprocessed Code,2023/06/10,08:29:45am,Point_generic,FL-6-2.cor,"224","224","2265",574203.000,1605.301,0.2,0.1,0.350954,"44.179283706","-119.195086347","57"
-119.183264091532,44.1789762698939,,Real-time SBAS Corrected,2023/06/10,10:04:44am,Point_generic,FL-7-1.cor,"309","309","2265",579902.000,1630.297,0.1,0.1,0.183889,"44.178976270","-119.183264092","58"
-119.174465569827,44.1978684222213,,L1L2  Postprocessed Carrier Float,2023/06/09,08:16:16am,Point_generic,FL-9-2.cor,"328","328","2265",486994.000,1511.307,0.1,0.1,0.032949,"44.197868422","-119.174465570","59"
-119.189834630604,44.1863066958726,,Postprocessed Code,2023/06/10,07:19:41am,Point_generic,FL-10-1.cor,"283","283","2265",569999.000,1613.248,0.1,0.1,0.028219,"44.186306696","-119.189834631","60"
-119.20991948039,44.1557434788167,,L1L2  Postprocessed Carrier Float,2023/06/08,12:50:57pm,Point_generic,FL-B5-2.cor,"253","253","2265",417075.000,1651.774,0.1,0.1,0.174975,"44.155743479","-119.209919480","61"
-119.180094152389,44.2034201577991,,Real-time SBAS Corrected,2023/06/09,10:30:23am,Point_generic,FL-B7-3.cor,"218","218","2265",495041.000,1553.080,0.5,0.5,0.109747,"44.203420158","-119.180094152","62"
-119.854064860848,44.9392791983214,,Real-time SBAS Corrected,2023/07/20,01:03:47pm,Point_generic,WH-1-1.cor,"394","394","2271",417845.000,1075.154,0.8,0.5,0.262726,"44.939279198","-119.854064861","63"
-119.873846052464,44.9527208358705,,Postprocessed Code,2023/07/20,02:29:25pm,Point_generic,WH-1-2.cor,"303","303","2271",422983.000,1198.375,0.6,0.4,0.320202,"44.952720836","-119.873846052","64"
-119.890142491139,44.960611047094,,Real-time SBAS Corrected,2023/07/21,11:33:30am,Point_generic,WH-1-3.cor,"244","244","2271",498828.000,1445.258,0.6,0.6,0.097303,"44.960611047","-119.890142491","65"
-119.877714186728,44.9542376037546,,Postprocessed Code,2023/07/21,03:14:47pm,Point_generic,WH-1-X.cor,"295","295","2271",512105.000,1245.951,0.4,0.3,0.066687,"44.954237604","-119.877714187","66"
-119.899516376232,44.954966429021,,Real-time SBAS Corrected,2023/07/20,08:07:55am,Point_generic,WH-2-1.cor,"343","343","2271",400093.000,1371.443,0.6,0.7,1.785325,"44.954966429","-119.899516376","67"
-119.865569131328,44.9499587463757,,Postprocessed Code,2023/07/21,05:13:49am,Point_generic,WH-2-2.cor,"382","382","2271",476047.000,1181.215,0.6,0.3,0.206110,"44.949958746","-119.865569131","68"
-119.879273959046,44.9593439075903,,Real-time SBAS Corrected,2023/07/20,10:47:23am,Point_generic,WH-2-3.cor,"261","261","2271",409661.000,1347.397,0.6,0.7,0.350401,"44.959343908","-119.879273959","69"
-119.844086993132,44.9416261902899,,Real-time SBAS Corrected,2023/07/22,06:16:06am,Point_generic,WH-2-X.cor,"288","288","2271",566184.000,1184.477,0.7,0.4,0.624386,"44.941626190","-119.844086993","70"
-119.821713109725,44.9559691659814,,Postprocessed Code,2023/07/21,06:24:58am,Point_generic,WH-3-1.cor,"305","305","2271",480316.000,1338.138,1.1,0.7,0.547207,"44.955969166","-119.821713110","71"
-119.836275982657,44.9529692198151,,L1L2  Postprocessed Carrier Float,2023/07/21,07:31:29am,Point_generic,WH-3-2.cor,"498","498","2271",484307.000,1239.020,0.3,0.2,0.038472,"44.952969220","-119.836275983","72"
-119.904486464184,44.9573028656318,,Real-time SBAS Corrected,2023/07/20,06:37:30am,Point_generic,WH-3-3.cor,"448","448","2271",394668.000,1392.793,0.8,0.4,0.185353,"44.957302866","-119.904486464","73"
-119.820143965083,44.951722161449,,L1L2  Postprocessed Carrier Float,2023/07/22,07:33:35am,Point_generic,WH-3-X.cor,"642","642","2271",570833.000,1252.828,0.4,0.3,0.566055,"44.951722161","-119.820143965","74"
-119.808166488473,44.9510609248922,,L1L2  Postprocessed Carrier Float,2023/07/21,02:13:58pm,Point_generic,WH-4-1.cor,"351","351","2271",508456.000,1220.211,0.7,0.5,0.672646,"44.951060925","-119.808166488","75"
-119.84572385357,44.943278181784,,Postprocessed Code,2023/07/22,05:41:29am,Point_generic,WH-4-2.cor,"514","514","2271",564107.000,1164.632,0.6,0.4,0.037326,"44.943278182","-119.845723854","76"
-119.838445966076,44.9644701911106,,Postprocessed Code,2023/07/21,10:00:24am,Point_generic,WH-5-1.cor,"207","207","2271",493242.000,1372.812,1.5,0.8,0.332805,"44.964470191","-119.838445966","77"
-119.840348196625,44.9544470691677,,Postprocessed Code,2023/07/21,08:17:36am,Point_generic,WH-5-2.cor,"251","251","2271",487074.000,1208.610,1.9,1.3,0.490767,"44.954447069","-119.840348197","78"
-119.809468774161,44.9501828436312,,Postprocessed Code,2023/07/21,01:34:31pm,Point_generic,WH-5-3.cor,"273","273","2271",506089.000,1206.319,0.6,0.4,0.100536,"44.950182844","-119.809468774","79"
-119.891720658265,44.9564807631263,,Real-time SBAS Corrected,2023/07/20,09:23:06am,Point_generic,WH-6-3.cor,"218","218","2271",404604.000,1325.035,0.6,0.4,0.191730,"44.956480763","-119.891720658","80"
-119.836292302369,44.9576275993277,,Postprocessed Code,2023/07/21,09:04:22am,Point_generic,WH-7-3.cor,"389","389","2271",489880.000,1277.797,0.4,0.3,0.475146,"44.957627599","-119.836292302","81"
